-,-,-
-534, -209, 563
-510, -249, 578
-539, -218, 543
-559, -173, 613
-513, -226, 744
-437, -274, 799
-437, -250, 773
-395, -249, 729
-319, -330, 764
-208, -437, 783
-183, -435, 740
-183, -435, 740
-152, -482, 739
-140, -529, 766
-137, -540, 770
-161, -469, 728
-211, -384, 735
-231, -320, 721
-266, -285, 715
-326, -265, 757
-392, -235, 785
-477, -206, 864
-529, -225, 937
-653, -120, 966
-729, -19, 919
-729, -19, 919
-836, 68, 974
-915, 76, 1069
-1013, 142, 1167
-1049, 137, 1168
-1045, 144, 1082
-1089, 208, 1016
-1097, 235, 967
-1133, 292, 974
-1068, 247, 945
-992, 210, 894
-875, 165, 838
-796, 131, 779
-796, 131, 779
-789, 117, 796
-748, 90, 819
-619, 21, 790
-532, -11, 811
-478, -55, 851
-436, -32, 832
-380, -8, 809
-380, -8, 809
-246, -71, 715
-177, -232, 687
-131, -416, 719
-95, -461, 745
-49, -363, 706
72, -417, 746
72, -417, 746
111, -549, 944
117, -658, 1047
133, -824, 1102
139, -1014, 1172
113, -1095, 1145
41, -1140, 1097
-16, -1276, 1121
-92, -1382, 1145
-231, -1385, 1149
-344, -1389, 1132
-450, -1288, 1108
-445, -1112, 1004
-487, -834, 1027
-485, -467, 873
-396, -176, 641
-307, 2, 639
-306, 283, 678
-338, 586, 495
-271, 575, 399
-271, 575, 399
-267, 387, 515
-335, 144, 790
-379, 114, 622
-,-,-
-506, -178, 775
-457, -214, 901
-464, -186, 857
-460, -104, 778
-492, -26, 805
-471, 18, 824
-471, 18, 824
-465, 86, 803
-440, 207, 759
-399, 389, 676
-399, 569, 625
-323, 557, 611
-272, 464, 651
-272, 464, 651
-259, 300, 740
-202, -26, 872
-182, -306, 976
-210, -507, 1045
-183, -745, 1089
-183, -917, 1129
-158, -1021, 1154
-119, -1032, 1092
-69, -1029, 1002
-46, -971, 979
-37, -915, 1009
-9, -881, 1051
63, -841, 987
95, -767, 956
95, -767, 956
129, -694, 869
126, -621, 787
127, -572, 732
138, -553, 725
96, -473, 751
73, -387, 717
73, -387, 717
48, -312, 693
-16, -215, 742
-25, -151, 710
-64, -147, 773
-137, -127, 872
-211, -93, 957
-211, -93, 957
-275, -108, 1022
-335, -132, 1102
-409, -128, 1143
-460, -131, 1152
-492, -164, 1169
-553, -177, 1241
-561, -223, 1254
-561, -263, 1219
-575, -290, 1216
-587, -334, 1217
-620, -357, 1221
-630, -406, 1190
-636, -462, 1178
-638, -496, 1212
-648, -480, 1321
-621, -466, 1341
-544, -439, 1166
-478, -411, 1021
-431, -414, 911
-406, -397, 846
-344, -424, 846
-239, -467, 725
-136, -481, 504
-12, -484, 415
-29, -387, 566
24, -437, 640
24, -437, 640
154, -591, 713
170, -506, 711
205, -362, 584
125, -286, 622
194, -393, 650
108, -399, 799
-19, -306, 852
-19, -306, 852
-121, -260, 890
-200, -270, 867
-,-,-
-674, -168, 836
-596, -250, 805
-592, -236, 782
-511, -223, 704
-483, -219, 681
-516, -233, 715
-443, -283, 696
-379, -286, 632
-297, -269, 518
-233, -274, 461
-173, -313, 443
-139, -294, 447
-139, -294, 447
-174, -222, 439
-165, -221, 437
-169, -235, 498
-170, -290, 612
-242, -271, 762
-319, -198, 895
-365, -137, 1065
-432, -22, 1189
-507, 94, 1261
-548, 184, 1288
-596, 211, 1318
-648, 207, 1379
-687, 247, 1346
-702, 255, 1302
-702, 255, 1302
-691, 262, 1286
-653, 276, 1306
-651, 338, 1404
-633, 425, 1367
-576, 430, 1178
-479, 371, 1064
-441, 386, 1163
-383, 432, 1249
-348, 489, 1093
-290, 469, 912
-189, 317, 912
-182, 262, 942
-182, 262, 942
-151, 195, 925
-101, -52, 865
-81, -371, 824
-40, -589, 749
-65, -716, 761
-139, -781, 733
-187, -946, 759
-221, -1071, 770
-309, -1163, 797
-338, -1202, 855
-400, -1168, 906
-456, -1087, 933
-552, -983, 967
-552, -983, 967
-595, -967, 955
-593, -1004, 942
-620, -954, 898
-629, -859, 909
-696, -735, 885
-649, -658, 633
-550, -638, 433
-516, -609, 374
-542, -483, 402
-475, -433, 345
-347, -470, 309
-378, -352, 279
-414, -315, 394
-450, -188, 494
-446, -152, 540
-446, -152, 540
-415, -142, 502
-393, -198, 460
-482, -180, 576
-511, -178, 694
-505, -231, 747
-564, -184, 692
-538, -242, 589
-556, -312, 632
-575, -346, 665
-609, -342, 653
-637, -322, 580
-661, -344, 565
-,-,-
-483, -506, 596
-467, -494, 610
-501, -475, 674
-501, -475, 674
-452, -522, 675
-418, -545, 623
-442, -478, 596
-447, -447, 621
-438, -456, 650
-416, -463, 647
-407, -452, 585
-410, -453, 571
-448, -438, 600
-442, -473, 612
-457, -480, 616
-490, -470, 595
-536, -433, 611
-573, -398, 643
-583, -373, 669
-583, -373, 669
-614, -333, 718
-641, -298, 764
-677, -267, 796
-698, -224, 791
-718, -200, 780
-737, -177, 763
-773, -191, 798
-809, -200, 839
-840, -159, 844
-851, -94, 804
-884, -38, 762
-908, 9, 779
-908, 9, 779
-899, 48, 851
-891, 129, 892
-819, 192, 878
-752, 237, 848
-674, 216, 832
-674, 216, 832
-606, 158, 834
-549, 93, 831
-450, 20, 855
-334, -90, 896
-235, -231, 922
-136, -373, 916
-62, -520, 921
-62, -520, 921
9, -677, 950
96, -851, 984
156, -979, 993
181, -1063, 976
185, -1136, 959
152, -1155, 937
137, -1192, 929
109, -1270, 993
109, -1270, 993
60, -1300, 1039
4, -1251, 1005
-80, -1096, 936
-157, -959, 901
-209, -915, 904
-246, -928, 941
-299, -900, 939
-333, -815, 816
-319, -756, 689
-290, -734, 673
-315, -648, 808
-350, -359, 765
-400, -2, 511
-400, -2, 511
-400, 143, 278
-434, 169, 354
-545, 204, 620
-548, 199, 599
-534, 197, 476
-503, 117, 416
-503, 117, 416
-522, -20, 514
-555, -153, 626
-,-,-
-529, -385, 755
-526, -377, 781
-489, -412, 773
-470, -426, 780
-433, -424, 769
-425, -400, 775
-395, -382, 753
-372, -389, 738
-349, -425, 725
-322, -437, 726
-305, -409, 730
-238, -401, 702
-200, -406, 695
-200, -406, 695
-207, -413, 735
-190, -441, 738
-195, -465, 757
-215, -439, 738
-249, -432, 755
-288, -410, 779
-336, -384, 808
-400, -374, 824
-450, -402, 809
-540, -386, 832
-604, -373, 889
-663, -350, 941
-705, -325, 978
-722, -303, 970
-722, -303, 970
-740, -290, 970
-775, -289, 986
-776, -290, 986
-764, -282, 980
-724, -245, 935
-723, -149, 892
-716, -64, 842
-695, -37, 828
-618, -65, 833
-527, -102, 827
-430, -132, 787
-348, -208, 773
-348, -208, 773
-274, -325, 789
-185, -451, 804
-68, -612, 773
23, -780, 766
67, -888, 780
71, -917, 838
74, -935, 859
74, -935, 859
102, -995, 846
52, -998, 863
-2, -1017, 897
-71, -1082, 961
-154, -1180, 996
-274, -1224, 999
-328, -1166, 881
-345, -1036, 731
-345, -926, 701
-361, -826, 749
-337, -694, 771
-320, -434, 628
-320, -434, 628
-282, -238, 615
-251, -142, 617
-255, -100, 647
-287, -21, 648
-331, 10, 698
-354, -23, 677
-327, -193, 699
-339, -292, 687
-394, -348, 647
-432, -411, 623
-427, -482, 579
-427, -482, 579
-438, -476, 533
-,-,-
-250, -453, 780
-220, -445, 878
-225, -465, 975
-200, -460, 1002
-162, -413, 855
-185, -370, 783
-195, -383, 846
-204, -363, 932
-204, -363, 932
-202, -262, 927
-182, -159, 845
-190, -83, 811
-206, -14, 794
-226, 62, 799
-177, 63, 792
-183, 116, 768
-147, 61, 755
-147, 61, 755
-62, -158, 846
-68, -286, 943
-51, -325, 898
6, -409, 788
50, -542, 769
50, -542, 769
88, -687, 822
144, -835, 883
199, -951, 932
232, -997, 919
259, -1058, 938
308, -1101, 922
353, -1106, 864
387, -1136, 829
387, -1136, 829
395, -1150, 858
398, -1139, 885
408, -1113, 879
420, -1032, 818
398, -916, 709
391, -888, 684
353, -890, 726
314, -863, 766
290, -781, 737
258, -663, 694
258, -663, 694
155, -516, 743
52, -365, 801
-8, -266, 842
-57, -188, 849
-150, -68, 815
-250, -1, 869
-250, -1, 869
-286, -14, 993
-285, -79, 1082
-281, -137, 1063
-296, -162, 996
-276, -229, 1000
-284, -300, 1045
-311, -349, 1014
-350, -363, 916
-392, -379, 878
-386, -439, 909
-388, -513, 1005
-434, -485, 976
-420, -481, 938
-378, -519, 949
-323, -595, 918
-323, -595, 918
-270, -703, 909
-250, -707, 872
-239, -632, 761
-110, -609, 638
-17, -643, 623
4, -641, 678
51, -606, 636
177, -604, 563
177, -604, 563
223, -575, 517
227, -625, 549
205, -735, 661
185, -713, 625
173, -651, 550
120, -649, 622
30, -656, 721
30, -656, 721
-103, -589, 798
-,-,-
-128, -444, 781
-128, -444, 781
-146, -423, 764
-138, -378, 816
-136, -329, 864
-81, -355, 828
-16, -302, 730
-16, -230, 675
-50, -201, 745
-72, -203, 803
-36, -231, 793
-36, -231, 793
-32, -179, 685
-52, -178, 668
-76, -295, 746
-53, -473, 795
-74, -557, 819
-122, -576, 840
-143, -657, 878
-152, -798, 965
-160, -886, 1026
-175, -927, 1049
-188, -927, 1086
-188, -926, 1086
-180, -909, 1103
-151, -938, 1148
-83, -1063, 1214
-14, -1180, 1237
23, -1179, 1146
47, -1145, 1018
96, -1136, 940
119, -1096, 947
121, -1056, 991
111, -905, 855
121, -715, 673
94, -581, 690
55, -546, 866
55, -546, 866
-34, -416, 930
-65, -233, 799
-110, -81, 705
-121, -38, 761
-195, 49, 841
-311, 155, 870
-311, 155, 870
-353, 217, 811
-363, 187, 833
-406, 128, 922
-491, 116, 995
-569, 132, 971
-576, 56, 942
-583, -12, 920
-583, -12, 920
-610, -73, 905
-618, -127, 866
-590, -205, 882
-559, -263, 883
-535, -307, 857
-487, -342, 809
-412, -418, 819
-318, -504, 791
-217, -596, 771
-133, -655, 763
-36, -751, 729
68, -849, 698
68, -849, 698
100, -835, 668
148, -831, 633
156, -856, 695
148, -870, 719
127, -839, 655
63, -783, 650
63, -783, 650
-8, -713, 674
-79, -676, 822
-,-,-
-193, -450, 818
-209, -436, 836
-193, -493, 913
-133, -584, 923
-180, -590, 948
-172, -632, 1056
-168, -711, 1158
-106, -916, 1229
-46, -1158, 1350
-12, -1281, 1444
15, -1234, 1401
54, -1109, 1226
-5, -901, 1087
-64, -730, 959
-140, -543, 884
-140, -543, 884
-206, -357, 808
-258, -135, 673
-335, 74, 565
-384, 147, 503
-443, 188, 423
-462, 176, 326
-479, 122, 282
-478, 28, 263
-478, 28, 263
-452, -79, 283
-409, -142, 293
-381, -170, 269
-360, -219, 267
-325, -278, 299
-287, -288, 310
-226, -315, 302
-213, -299, 341
-243, -274, 369
-290, -332, 428
-297, -459, 514
-297, -459, 514
-313, -514, 592
-345, -526, 655
-388, -539, 769
-417, -551, 822
-421, -598, 845
-442, -644, 934
-463, -688, 1011
-503, -715, 1046
-522, -702, 1077
-542, -653, 1099
-560, -604, 1111
-571, -564, 1108
-592, -473, 1078
-609, -382, 1066
-631, -271, 1013
-644, -209, 989
-656, -164, 978
-635, -153, 983
-613, -141, 993
-563, -198, 1010
-512, -271, 949
-475, -308, 917
-423, -332, 876
-423, -332, 876
-362, -394, 873
-319, -440, 838
-277, -439, 778
-242, -428, 779
-155, -458, 819
-56, -501, 885
31, -505, 811
80, -518, 779
111, -538, 796
111, -538, 796
165, -642, 867
187, -712, 852
150, -695, 777
80, -647, 807
47, -644, 909
29, -652, 935
29, -652, 935
5, -640, 863
-48, -577, 777
-161, -479, 849
-,-,-
-200, -372, 839
-183, -435, 887
-192, -468, 1008
-188, -502, 1058
-132, -523, 1008
-78, -540, 956
-62, -566, 982
-30, -619, 1023
-10, -638, 1039
27, -661, 981
16, -650, 925
16, -650, 925
-25, -653, 957
-74, -668, 1024
-106, -619, 975
-171, -478, 847
-260, -340, 802
-335, -237, 832
-390, -170, 861
-459, -59, 788
-504, 79, 702
-559, 174, 767
-559, 174, 767
-596, 248, 860
-614, 325, 817
-598, 363, 695
-575, 361, 591
-555, 358, 550
-519, 327, 514
-465, 307, 482
-465, 307, 482
-406, 342, 388
-337, 375, 315
-259, 366, 339
-211, 326, 420
-198, 180, 550
-150, -82, 718
-67, -278, 845
-67, -278, 845
-12, -442, 1029
28, -782, 1306
41, -981, 1410
56, -917, 1316
84, -758, 1267
72, -634, 1330
79, -647, 1398
87, -565, 1256
87, -565, 1256
97, -428, 1055
103, -367, 997
111, -404, 1068
123, -432, 1073
149, -465, 1022
142, -427, 966
151, -416, 949
161, -439, 976
161, -439, 976
153, -492, 1034
130, -493, 1039
84, -454, 1042
23, -454, 1106
-82, -488, 1202
-199, -592, 1405
-244, -698, 1616
-229, -752, 1696
-263, -726, 1668
-277, -626, 1578
-247, -484, 1467
-126, -383, 1347
0, -303, 1195
129, -268, 938
263, -263, 637
263, -263, 637
331, -246, 435
380, -288, 449
406, -316, 456
401, -273, 413
398, -338, 394
353, -359, 402
300, -421, 384
300, -421, 384
188, -480, 451
110, -492, 529
-,-,-
-99, -521, 853
-106, -524, 870
-107, -528, 925
-84, -555, 923
-84, -555, 923
-103, -638, 966
-33, -720, 983
-38, -721, 990
-48, -749, 1030
-24, -864, 1123
-22, -929, 1163
-36, -871, 1093
-54, -821, 1038
-102, -724, 979
-161, -583, 912
-187, -470, 841
-197, -384, 801
-197, -384, 801
-227, -275, 738
-262, -162, 644
-273, -160, 603
-288, -170, 601
-281, -156, 550
-286, -184, 545
-271, -235, 549
-257, -256, 530
-223, -275, 478
-212, -306, 499
-200, -341, 523
-178, -378, 534
-133, -433, 568
-73, -476, 557
-73, -476, 557
-18, -513, 557
-30, -503, 610
-116, -468, 660
-171, -449, 677
-209, -467, 759
-216, -497, 811
-302, -488, 811
-389, -510, 853
-440, -553, 956
-433, -615, 1062
-434, -674, 1139
-437, -685, 1150
-474, -591, 1136
-445, -531, 1168
-410, -495, 1259
-371, -461, 1200
-371, -461, 1200
-399, -371, 1072
-403, -307, 989
-368, -287, 982
-309, -274, 947
-261, -280, 843
-199, -315, 744
-137, -378, 744
-59, -455, 769
8, -543, 789
54, -592, 756
127, -680, 768
127, -680, 768
191, -727, 800
189, -734, 811
176, -770, 805
132, -743, 800
94, -673, 807
83, -657, 877
83, -657, 877
53, -642, 884
1, -607, 818
-64, -571, 790
-87, -533, 799
-107, -546, 900
-166, -524, 1037
-,-,-
-339, -255, 670
-328, -254, 673
-328, -254, 673
-268, -217, 628
-371, -204, 707
-295, -323, 813
-302, -330, 913
-270, -206, 812
-279, -19, 697
-257, 80, 650
-227, 101, 655
-229, 74, 706
-229, 74, 706
-263, -34, 800
-210, -230, 915
-147, -322, 931
-97, -377, 942
-82, -522, 1018
-73, -680, 1110
-66, -722, 1146
-12, -712, 1113
21, -717, 1114
24, -736, 1204
24, -736, 1204
41, -760, 1295
58, -691, 1274
87, -653, 1250
150, -678, 1199
200, -737, 1172
237, -731, 1167
362, -800, 1163
459, -824, 1083
511, -787, 931
511, -787, 931
524, -736, 853
503, -665, 845
548, -683, 810
502, -613, 823
418, -482, 808
350, -358, 724
267, -271, 678
267, -271, 678
209, -241, 724
111, -191, 857
-29, -60, 912
-110, 19, 920
-143, 48, 975
-195, 93, 1064
-195, 93, 1064
-306, 173, 1197
-382, 215, 1232
-472, 238, 1207
-549, 213, 1218
-623, 124, 1292
-628, -7, 1320
-622, -119, 1286
-670, -147, 1202
-713, -127, 1252
-664, -135, 1340
-603, -152, 1327
-566, -154, 1189
-549, -195, 1129
-479, -250, 1172
-410, -253, 1178
-400, -200, 1104
-365, -247, 1003
-309, -315, 903
-232, -395, 813
-194, -442, 853
-162, -389, 790
-108, -390, 775
-108, -390, 775
4, -526, 754
74, -597, 700
53, -580, 660
112, -644, 629
147, -645, 621
201, -660, 568
201, -660, 568
171, -653, 592
189, -670, 520
187, -687, 457
126, -656, 446
22, -637, 540
-,-,-
6, -35, 1031
0, 38, 876
0, 38, 876
-6, 60, 920
71, 22, 1014
71, 22, 1014
129, -54, 1107
219, -83, 1033
228, -1, 978
235, 7, 1007
235, 7, 1007
260, -59, 1029
279, -124, 995
221, -108, 964
154, -68, 969
109, -86, 958
50, -125, 968
50, -125, 968
-22, -121, 968
-92, -68, 941
-201, -25, 964
-260, -17, 913
-328, -14, 909
-426, -31, 1013
-426, -31, 1013
-458, -60, 1060
-487, -32, 1058
-491, -17, 1050
-509, 6, 1073
-496, 28, 1044
-548, 77, 1067
-536, 75, 1059
-485, 92, 993
-485, 92, 993
-433, 112, 936
-439, 179, 905
-386, 219, 883
-274, 165, 947
-185, 113, 1001
-107, 95, 1033
-13, 87, 999
-13, 87, 999
72, 87, 970
171, 33, 958
280, -93, 1001
338, -173, 1060
338, -173, 1060
439, -299, 1026
474, -423, 1037
484, -467, 967
481, -501, 944
513, -582, 930
519, -687, 995
505, -728, 987
466, -773, 979
409, -821, 994
409, -821, 994
356, -822, 984
319, -856, 1008
217, -808, 1029
68, -634, 1022
9, -523, 953
8, -523, 879
8, -523, 879
27, -643, 979
0, -622, 1051
-105, -253, 843
-5, -197, 629
47, -271, 622
47, -271, 622
111, -347, 850
89, -159, 1106
195, 277, 806
149, 573, 747
123, 523, 998
109, 270, 1406
109, 270, 1406
130, 244, 1286
71, 361, 1062
70, 218, 1003
18, 35, 986
-10, -108, 952
-10, -108, 952
-17, -218, 916
-,-,-
276, -198, 1002
276, -198, 1002
269, -189, 1095
391, -158, 941
388, -119, 877
372, -92, 952
386, -122, 1032
490, -222, 1002
555, -228, 886
547, -188, 858
547, -188, 852
553, -185, 852
522, -201, 918
556, -226, 884
523, -209, 865
443, -150, 856
384, -142, 893
344, -128, 930
325, -101, 933
325, -101, 933
301, -62, 907
172, 26, 977
119, 72, 978
82, 92, 999
82, 92, 999
33, 79, 1082
-14, 117, 1093
-53, 159, 1124
-91, 220, 1118
-91, 220, 1118
-157, 260, 1124
-182, 186, 1158
-170, 102, 1146
-200, 147, 1111
-253, 220, 1061
-271, 233, 1023
-267, 178, 1030
-252, 126, 1056
-247, 129, 1032
-261, 159, 1028
-241, 177, 976
-220, 160, 968
-220, 160, 968
-197, 137, 1001
-184, 142, 1049
-143, 151, 1032
-106, 189, 957
-80, 193, 933
-48, 142, 938
-22, 68, 991
-22, 68, 991
-2, 43, 1038
20, 86, 974
71, 109, 927
71, 109, 927
115, 108, 940
157, 64, 999
169, 42, 1080
206, 47, 994
206, 47, 994
222, 23, 939
287, -76, 931
355, -188, 958
374, -229, 1016
441, -196, 950
441, -196, 950
479, -134, 882
516, -155, 911
558, -232, 957
622, -357, 965
639, -405, 943
610, -368, 918
562, -317, 948
556, -320, 938
556, -320, 938
526, -362, 943
430, -391, 979
349, -368, 1007
310, -370, 1065
263, -388, 1100
152, -427, 1193
101, -431, 1213
48, -328, 1147
14, -261, 1076
14, -261, 1076
-17, -267, 1066
2, -269, 970
43, -191, 815
68, -143, 759
35, -76, 847
35, -76, 847
101, -34, 842
179, -36, 879
194, 44, 916
119, 221, 940
119, 221, 940
132, 224, 972
172, 135, 997
155, 102, 975
121, 75, 933
81, 7, 964
-,-,-
340, -213, 996
430, -263, 877
398, -280, 876
363, -239, 864
373, -223, 903
425, -234, 968
425, -234, 968
509, -220, 911
517, -178, 862
504, -189, 860
469, -218, 895
490, -246, 872
568, -260, 816
533, -244, 826
533, -244, 826
447, -211, 892
416, -206, 961
436, -188, 972
419, -141, 971
341, -90, 948
